dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
vC9pW0FEvd2,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:34.574+0000,,false
sv6SeKroHPV,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:13:56.317+0000,,false
D9A0afrTYPw,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:17:03.474+0000,,false
sQ4EexvvhVe,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:22.717+0000,,false
eJ6uwSt5TEp,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:25:37.965+0000,,false
JhvC7ZR9hUe,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:16:17.962+0000,,false
QHnwKs2OUZv,202201,lGdKcxEQz4E,zh2zAaHyYQx,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:17:33.384+0000,,false
sv6SeKroHPV,202201,oRHreBW5Tyr,zh2zAaHyYQx,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-15T06:17:30.925+0000,,false
sQ4EexvvhVe,202201,oRHreBW5Tyr,zh2zAaHyYQx,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-15T06:18:04.877+0000,,false
Uo3DcCS7GQJ,202201,jcEuyATQbMK,zh2zAaHyYQx,Lf2Axb9E6B4,2,hmis.stclaire,2022-02-16T02:43:47.078+0000,,false
dKN174dcsmp,202201,jcEuyATQbMK,zh2zAaHyYQx,Lf2Axb9E6B4,3,hmis.stclaire,2022-02-16T02:43:47.708+0000,,false
QQxE1VhHaGo,202201,jcEuyATQbMK,zh2zAaHyYQx,Lf2Axb9E6B4,1,hmis.stclaire,2022-02-16T02:43:46.287+0000,,false
sv6SeKroHPV,202201,jcEuyATQbMK,zh2zAaHyYQx,Lf2Axb9E6B4,3,hmis.stclaire,2022-02-12T11:06:38.507+0000,,false
Uo3DcCS7GQJ,202201,N8L6gKVGOCM,zh2zAaHyYQx,Lf2Axb9E6B4,1,hmis.amucu,2022-02-07T08:31:14.892+0000,,false
sv6SeKroHPV,202201,N8L6gKVGOCM,zh2zAaHyYQx,Lf2Axb9E6B4,1,hmis.amucu,2022-02-07T08:23:39.536+0000,,false
LwMHVYBkzx9,202201,yV1l7X3U9ZG,n5YvcIzcYaF,Lf2Axb9E6B4,127,hmis.amuria1,2022-02-17T08:57:35.643+0000,,false
LwMHVYBkzx9,202201,cd8AJF2SV0o,n5YvcIzcYaF,Lf2Axb9E6B4,3,Sorotiprisons.hcIII0002,2022-02-04T06:24:57.339+0000,,false
LwMHVYBkzx9,202201,WmoemTft5Bj,n5YvcIzcYaF,Lf2Axb9E6B4,73,hmis.orungo,2022-02-14T11:29:16.461+0000,,false
LwMHVYBkzx9,202201,M864p5iRGub,n5YvcIzcYaF,Lf2Axb9E6B4,15,hmis.adakun,2022-02-04T11:17:55.991+0000,,false
LwMHVYBkzx9,202201,AECp7SuwokS,n5YvcIzcYaF,Lf2Axb9E6B4,19,hmis.stmichael,2022-02-07T13:14:14.649+0000,,false
LwMHVYBkzx9,202201,dmsWl4MpI5p,n5YvcIzcYaF,Lf2Axb9E6B4,16,hmis.morungatuny,2022-02-11T12:15:43.953+0000,,false
LwMHVYBkzx9,202201,kwd5xyrWwvO,n5YvcIzcYaF,Lf2Axb9E6B4,118,hmis.amuria1,2022-02-11T07:09:43.282+0000,,false
LwMHVYBkzx9,202201,VVGxBCCP2jE,n5YvcIzcYaF,Lf2Axb9E6B4,100,hmis.abarilela,2022-02-09T11:44:51.636+0000,,false
LwMHVYBkzx9,202201,FxdgLy07xN4,n5YvcIzcYaF,Lf2Axb9E6B4,105,hmis.morungatuny,2022-02-11T15:25:03.636+0000,,false
vSaFiVhebVQ,202201,RUGDBdVZ6oS,n5YvcIzcYaF,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:35:49.320+0000,,false
LwMHVYBkzx9,202201,wz2IJXrulbx,n5YvcIzcYaF,Lf2Axb9E6B4,28,hmis.amuria1,2022-02-08T10:46:37.711+0000,,false
LwMHVYBkzx9,202201,ZoRb6AcV4MY,n5YvcIzcYaF,Lf2Axb9E6B4,20,hmis.amuria1,2022-02-11T05:46:35.655+0000,,false
LwMHVYBkzx9,202201,l5C1tkKf11K,n5YvcIzcYaF,Lf2Axb9E6B4,52,hmis.ongutoi,2022-02-17T04:56:00.223+0000,,false
LwMHVYBkzx9,202201,IswqGyDbcgm,n5YvcIzcYaF,Lf2Axb9E6B4,60,hmis.abarilela,2022-02-09T12:23:08.814+0000,,false
LwMHVYBkzx9,202201,Sj7ljAIcmjq,n5YvcIzcYaF,Lf2Axb9E6B4,140,hmis.asamuk,2022-02-07T17:05:35.558+0000,,false
a3dXGbUg8HC,202201,Sj7ljAIcmjq,n5YvcIzcYaF,Lf2Axb9E6B4,2,hmis.asamuk,2022-02-07T17:05:52.716+0000,,false
vSaFiVhebVQ,202201,o7CJeTwDapk,n5YvcIzcYaF,Lf2Axb9E6B4,7,hmis.amuria1,2022-02-07T06:21:14.674+0000,,false
LwMHVYBkzx9,202201,UiGav1NitiR,n5YvcIzcYaF,Lf2Axb9E6B4,56,hmis.amuria1,2022-02-10T13:15:59.899+0000,,false
GPK9oqFKqge,202201,a4Cp1oW19Lo,n5YvcIzcYaF,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T16:08:58.238+0000,,false
LwMHVYBkzx9,202201,a4Cp1oW19Lo,n5YvcIzcYaF,Lf2Axb9E6B4,114,hmis.wera,2022-02-11T16:07:57.989+0000,,false
LwMHVYBkzx9,202201,lFzxlKU9GDe,n5YvcIzcYaF,Lf2Axb9E6B4,55,hmis.wera,2022-02-11T17:41:29.460+0000,,false
LwMHVYBkzx9,202201,lGdKcxEQz4E,n5YvcIzcYaF,Lf2Axb9E6B4,100,hmis.amuria1,2022-02-03T09:26:11.746+0000,,false
LwMHVYBkzx9,202201,oRHreBW5Tyr,n5YvcIzcYaF,Lf2Axb9E6B4,175,hmis.amuria1,2022-02-15T06:23:30.106+0000,,false
LwMHVYBkzx9,202201,a8uXeqmtFD9,n5YvcIzcYaF,Lf2Axb9E6B4,66,hmis.amucu,2022-02-11T08:09:56.768+0000,,false
LwMHVYBkzx9,202201,jcEuyATQbMK,n5YvcIzcYaF,Lf2Axb9E6B4,40,hmis.stclaire,2022-02-16T02:43:59.909+0000,,false
LwMHVYBkzx9,202201,N8L6gKVGOCM,n5YvcIzcYaF,Lf2Axb9E6B4,10,hmis.amucu,2022-02-07T10:38:35.296+0000,,false
LwMHVYBkzx9,202201,yZP0DwhrfR8,n5YvcIzcYaF,Lf2Axb9E6B4,51,hmis.amuria1,2022-02-11T09:29:56.961+0000,,false
LwMHVYBkzx9,202201,yV1l7X3U9ZG,MJzZmZ3OMxI,Lf2Axb9E6B4,61,hmis.amuria1,2022-02-17T08:57:34.098+0000,,false
LwMHVYBkzx9,202201,cd8AJF2SV0o,MJzZmZ3OMxI,Lf2Axb9E6B4,8,Sorotiprisons.hcIII0002,2022-02-04T06:24:39.037+0000,,false
LwMHVYBkzx9,202201,WmoemTft5Bj,MJzZmZ3OMxI,Lf2Axb9E6B4,28,hmis.orungo,2022-02-14T11:29:14.183+0000,,false
LwMHVYBkzx9,202201,M864p5iRGub,MJzZmZ3OMxI,Lf2Axb9E6B4,4,hmis.adakun,2022-02-04T11:17:53.002+0000,,false
LwMHVYBkzx9,202201,AECp7SuwokS,MJzZmZ3OMxI,Lf2Axb9E6B4,6,hmis.stmichael,2022-02-07T13:14:10.946+0000,,false
LwMHVYBkzx9,202201,dmsWl4MpI5p,MJzZmZ3OMxI,Lf2Axb9E6B4,16,hmis.morungatuny,2022-02-11T12:15:43.816+0000,,false
LwMHVYBkzx9,202201,kwd5xyrWwvO,MJzZmZ3OMxI,Lf2Axb9E6B4,64,hmis.amuria1,2022-02-11T07:09:40.659+0000,,false
LwMHVYBkzx9,202201,VVGxBCCP2jE,MJzZmZ3OMxI,Lf2Axb9E6B4,50,hmis.abarilela,2022-02-09T11:44:47.421+0000,,false
LwMHVYBkzx9,202201,FxdgLy07xN4,MJzZmZ3OMxI,Lf2Axb9E6B4,41,hmis.morungatuny,2022-02-11T15:24:58.850+0000,,false
vSaFiVhebVQ,202201,RUGDBdVZ6oS,MJzZmZ3OMxI,Lf2Axb9E6B4,1,hmis.orungo,2022-02-07T12:35:48.302+0000,,false
LwMHVYBkzx9,202201,wz2IJXrulbx,MJzZmZ3OMxI,Lf2Axb9E6B4,51,hmis.amuria1,2022-02-08T10:46:36.965+0000,,false
LwMHVYBkzx9,202201,ZoRb6AcV4MY,MJzZmZ3OMxI,Lf2Axb9E6B4,11,hmis.amuria1,2022-02-11T05:46:34.054+0000,,false
LwMHVYBkzx9,202201,l5C1tkKf11K,MJzZmZ3OMxI,Lf2Axb9E6B4,10,hmis.ongutoi,2022-02-17T04:55:41.523+0000,,false
LwMHVYBkzx9,202201,IswqGyDbcgm,MJzZmZ3OMxI,Lf2Axb9E6B4,41,hmis.abarilela,2022-02-09T12:23:07.888+0000,,false
LwMHVYBkzx9,202201,Sj7ljAIcmjq,MJzZmZ3OMxI,Lf2Axb9E6B4,78,hmis.asamuk,2022-02-07T17:05:33.318+0000,,false
a3dXGbUg8HC,202201,Sj7ljAIcmjq,MJzZmZ3OMxI,Lf2Axb9E6B4,2,hmis.asamuk,2022-02-07T17:05:51.718+0000,,false
vSaFiVhebVQ,202201,o7CJeTwDapk,MJzZmZ3OMxI,Lf2Axb9E6B4,8,hmis.amuria1,2022-02-07T06:21:14.207+0000,,false
LwMHVYBkzx9,202201,UiGav1NitiR,MJzZmZ3OMxI,Lf2Axb9E6B4,27,hmis.amuria1,2022-02-10T13:15:58.795+0000,,false
LwMHVYBkzx9,202201,a4Cp1oW19Lo,MJzZmZ3OMxI,Lf2Axb9E6B4,52,hmis.wera,2022-02-11T16:07:56.731+0000,,false
LwMHVYBkzx9,202201,lFzxlKU9GDe,MJzZmZ3OMxI,Lf2Axb9E6B4,20,hmis.wera,2022-02-11T17:41:27.969+0000,,false
LwMHVYBkzx9,202201,lGdKcxEQz4E,MJzZmZ3OMxI,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-03T09:26:09.142+0000,,false
LwMHVYBkzx9,202201,oRHreBW5Tyr,MJzZmZ3OMxI,Lf2Axb9E6B4,80,hmis.amuria1,2022-02-15T06:23:28.469+0000,,false
LwMHVYBkzx9,202201,a8uXeqmtFD9,MJzZmZ3OMxI,Lf2Axb9E6B4,39,hmis.amucu,2022-02-11T08:09:54.646+0000,,false
LwMHVYBkzx9,202201,jcEuyATQbMK,MJzZmZ3OMxI,Lf2Axb9E6B4,20,hmis.stclaire,2022-02-16T02:43:59.648+0000,,false
LwMHVYBkzx9,202201,N8L6gKVGOCM,MJzZmZ3OMxI,Lf2Axb9E6B4,3,hmis.amucu,2022-02-07T10:38:35.151+0000,,false
LwMHVYBkzx9,202201,yZP0DwhrfR8,MJzZmZ3OMxI,Lf2Axb9E6B4,97,hmis.amuria1,2022-02-11T09:29:52.954+0000,,false
YUMYaALzPui,202201,yV1l7X3U9ZG,SM9d5ybWcr0,Lf2Axb9E6B4,30,hmis.amuria1,2022-02-17T08:58:50.547+0000,,false
YUMYaALzPui,202201,cd8AJF2SV0o,SM9d5ybWcr0,Lf2Axb9E6B4,5,Sorotiprisons.hcIII0002,2022-02-04T06:27:24.898+0000,,false
YUMYaALzPui,202201,WmoemTft5Bj,SM9d5ybWcr0,Lf2Axb9E6B4,55,hmis.orungo,2022-02-14T11:37:50.993+0000,,false
YUMYaALzPui,202201,M864p5iRGub,SM9d5ybWcr0,Lf2Axb9E6B4,8,hmis.adakun,2022-02-04T11:20:32.652+0000,,false
YUMYaALzPui,202201,AECp7SuwokS,SM9d5ybWcr0,Lf2Axb9E6B4,14,hmis.stmichael,2022-02-07T13:15:18.938+0000,,false
OcI82XeloG0,202201,AECp7SuwokS,SM9d5ybWcr0,Lf2Axb9E6B4,14,hmis.stmichael,2022-02-07T13:15:49.274+0000,,false
YUMYaALzPui,202201,dmsWl4MpI5p,SM9d5ybWcr0,Lf2Axb9E6B4,25,hmis.morungatuny,2022-02-11T12:15:45.792+0000,,false
YUMYaALzPui,202201,kwd5xyrWwvO,SM9d5ybWcr0,Lf2Axb9E6B4,97,hmis.amuria1,2022-02-11T07:10:45.115+0000,,false
OcI82XeloG0,202201,kwd5xyrWwvO,SM9d5ybWcr0,Lf2Axb9E6B4,97,hmis.amuria1,2022-02-11T07:11:45.768+0000,,false
YUMYaALzPui,202201,VVGxBCCP2jE,SM9d5ybWcr0,Lf2Axb9E6B4,106,hmis.abarilela,2022-02-09T11:45:43.805+0000,,false
YUMYaALzPui,202201,FxdgLy07xN4,SM9d5ybWcr0,Lf2Axb9E6B4,40,hmis.morungatuny,2022-02-11T15:26:21.904+0000,,false
YUMYaALzPui,202201,RUGDBdVZ6oS,SM9d5ybWcr0,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:36:18.274+0000,,false
YUMYaALzPui,202201,wz2IJXrulbx,SM9d5ybWcr0,Lf2Axb9E6B4,56,hmis.amuria1,2022-02-08T10:46:42.065+0000,,false
dZMr4ggXHaf,202201,wz2IJXrulbx,SM9d5ybWcr0,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-08T10:46:55.654+0000,,false
Tf0xH5TZftt,202201,wz2IJXrulbx,SM9d5ybWcr0,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T10:47:01.162+0000,,false
usPOInLIOoW,202201,wz2IJXrulbx,SM9d5ybWcr0,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-08T10:47:06.344+0000,,false
YUMYaALzPui,202201,ZoRb6AcV4MY,SM9d5ybWcr0,Lf2Axb9E6B4,58,hmis.amuria1,2022-02-11T05:47:05.339+0000,,false
YUMYaALzPui,202201,IswqGyDbcgm,SM9d5ybWcr0,Lf2Axb9E6B4,47,hmis.abarilela,2022-02-09T12:26:30.775+0000,,false
YUMYaALzPui,202201,Sj7ljAIcmjq,SM9d5ybWcr0,Lf2Axb9E6B4,71,hmis.asamuk,2022-02-07T17:07:20.396+0000,,false
YUMYaALzPui,202201,o7CJeTwDapk,SM9d5ybWcr0,Lf2Axb9E6B4,12,hmis.amuria1,2022-02-07T06:21:50.639+0000,,false
YUMYaALzPui,202201,UiGav1NitiR,SM9d5ybWcr0,Lf2Axb9E6B4,25,hmis.amuria1,2022-02-10T13:16:25.789+0000,,false
YUMYaALzPui,202201,a4Cp1oW19Lo,SM9d5ybWcr0,Lf2Axb9E6B4,25,hmis.wera,2022-02-11T16:09:33.584+0000,,false
YUMYaALzPui,202201,lFzxlKU9GDe,SM9d5ybWcr0,Lf2Axb9E6B4,43,hmis.wera,2022-02-11T17:42:17.184+0000,,false
dZMr4ggXHaf,202201,lFzxlKU9GDe,SM9d5ybWcr0,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T17:43:30.806+0000,,false
YUMYaALzPui,202201,lGdKcxEQz4E,SM9d5ybWcr0,Lf2Axb9E6B4,80,hmis.amuria1,2022-02-03T09:26:34.280+0000,,false
YUMYaALzPui,202201,oRHreBW5Tyr,SM9d5ybWcr0,Lf2Axb9E6B4,84,hmis.amuria1,2022-02-18T08:44:06.091+0000,,false
YUMYaALzPui,202201,a8uXeqmtFD9,SM9d5ybWcr0,Lf2Axb9E6B4,63,hmis.amucu,2022-02-11T08:10:32.197+0000,,false
dZMr4ggXHaf,202201,a8uXeqmtFD9,SM9d5ybWcr0,Lf2Axb9E6B4,4,hmis.amucu,2022-02-11T08:11:14.975+0000,,false
YUMYaALzPui,202201,jcEuyATQbMK,SM9d5ybWcr0,Lf2Axb9E6B4,40,hmis.stclaire,2022-02-16T02:52:14.985+0000,,false
YUMYaALzPui,202201,N8L6gKVGOCM,SM9d5ybWcr0,Lf2Axb9E6B4,3,hmis.amucu,2022-02-07T10:38:38.744+0000,,false
YUMYaALzPui,202201,yZP0DwhrfR8,SM9d5ybWcr0,Lf2Axb9E6B4,97,hmis.amuria1,2022-02-11T09:32:52.946+0000,,false
bRYoCXTmJCB,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:54:06.773+0000,,false
wUDxFVBapIc,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-17T08:47:34.483+0000,,false
SPADxEItrIQ,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:51:25.761+0000,,false
WIJ0fbjLIJh,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-17T08:48:56.598+0000,,false
LR8778hLH8U,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,38,hmis.amuria1,2022-02-17T08:49:31.773+0000,,false
Rw3b8mGkyfh,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,12,hmis.amuria1,2022-02-17T08:50:40.199+0000,,false
PgLUhukgbZu,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:52:24.214+0000,,false
P2wDiYT9Ldr,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:52:15.211+0000,,false
jipSinNApZk,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:51:11.775+0000,,false
BnXSeyr1Er2,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-17T08:54:28.999+0000,,false
LiSyn6bblsc,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,10,hmis.amuria1,2022-02-17T08:48:17.268+0000,,false
FPXwKGEV96K,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,13,hmis.amuria1,2022-02-17T08:49:10.139+0000,,false
sv6SeKroHPV,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,94,hmis.amuria1,2022-02-17T08:46:13.411+0000,,false
D9A0afrTYPw,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-17T08:47:25.201+0000,,false
y6ofkvr4JP8,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-17T08:49:58.128+0000,,false
uqferbMcOHI,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-17T08:51:51.326+0000,,false
eJ6uwSt5TEp,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,22,hmis.amuria1,2022-02-17T08:55:02.764+0000,,false
USDfyVr5d8d,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-17T08:52:54.571+0000,,false
JhvC7ZR9hUe,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,90,hmis.amuria1,2022-02-17T08:47:06.112+0000,,false
QHnwKs2OUZv,202201,yV1l7X3U9ZG,u3CkZqMHfHP,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-17T08:47:43.592+0000,,false
wUDxFVBapIc,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:52:43.983+0000,,false
SPADxEItrIQ,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:02:57.813+0000,,false
WIJ0fbjLIJh,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,1,Sorotiprisons.hcIII0002,2022-02-04T05:56:54.013+0000,,false
LR8778hLH8U,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,2,Sorotiprisons.hcIII0002,2022-02-04T05:58:22.952+0000,,false
Rw3b8mGkyfh,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,2,Sorotiprisons.hcIII0002,2022-02-04T06:01:41.203+0000,,false
iOfjzBlv7TQ,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:10:21.720+0000,,false
Kn8xMo3kffA,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:09:36.425+0000,,false
npIzs2n622e,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:06:55.416+0000,,false
LiSyn6bblsc,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:55:29.706+0000,,false
FPXwKGEV96K,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,2,Sorotiprisons.hcIII0002,2022-02-04T05:57:18.942+0000,,false
sv6SeKroHPV,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,8,Sorotiprisons.hcIII0002,2022-02-04T05:47:38.797+0000,,false
D9A0afrTYPw,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:51:50.328+0000,,false
sQ4EexvvhVe,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,1,Sorotiprisons.hcIII0002,2022-02-04T05:48:12.578+0000,,false
y6ofkvr4JP8,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,2,Sorotiprisons.hcIII0002,2022-02-04T05:59:20.400+0000,,false
eJ6uwSt5TEp,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,2,Sorotiprisons.hcIII0002,2022-02-04T06:19:41.357+0000,,false
JHOU1uXweoP,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:04:31.073+0000,,false
JhvC7ZR9hUe,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,7,Sorotiprisons.hcIII0002,2022-02-04T05:51:07.729+0000,,false
QHnwKs2OUZv,202201,cd8AJF2SV0o,u3CkZqMHfHP,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:53:50.695+0000,,false
O7du4F9jOVw,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:27:49.949+0000,,false
gN26QajXn26,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:20:20.200+0000,,false
wUDxFVBapIc,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,37,hmis.orungo,2022-02-14T11:18:02.632+0000,,false
WIJ0fbjLIJh,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,29,hmis.orungo,2022-02-14T11:19:24.389+0000,,false
FlRxDBHWGid,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:28:23.595+0000,,false
LR8778hLH8U,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,24,hmis.orungo,2022-02-14T11:20:07.231+0000,,false
Rw3b8mGkyfh,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,4,hmis.orungo,2022-02-14T11:20:59.877+0000,,false
PgLUhukgbZu,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,2,hmis.orungo,2022-02-14T11:24:16.718+0000,,false
P2wDiYT9Ldr,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,2,hmis.orungo,2022-02-14T11:24:05.205+0000,,false
OaRxaiaFBsA,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,2,hmis.orungo,2022-02-14T11:24:45.707+0000,,false
LiSyn6bblsc,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,2,hmis.orungo,2022-02-14T11:18:47.876+0000,,false
sv6SeKroHPV,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,143,hmis.orungo,2022-02-14T11:16:33.557+0000,,false
D9A0afrTYPw,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,37,hmis.orungo,2022-02-14T11:17:49.401+0000,,false
eJ6uwSt5TEp,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,33,hmis.orungo,2022-02-14T11:28:45.904+0000,,false
P6HSldZtd8j,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:25:20.543+0000,,false
JhvC7ZR9hUe,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,53,hmis.orungo,2022-02-14T11:17:27.955+0000,,false
QHnwKs2OUZv,202201,WmoemTft5Bj,u3CkZqMHfHP,Lf2Axb9E6B4,37,hmis.orungo,2022-02-14T11:18:16.639+0000,,false
KaqDbaq0Yce,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:06:30.554+0000,,false
gN26QajXn26,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:08:44.690+0000,,false
wUDxFVBapIc,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,7,hmis.adakun,2022-02-04T11:05:00.097+0000,,false
WIJ0fbjLIJh,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,5,hmis.adakun,2022-02-04T11:06:55.108+0000,,false
FlRxDBHWGid,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,3,hmis.adakun,2022-02-04T11:15:25.929+0000,,false
Rw3b8mGkyfh,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:09:48.288+0000,,false
P2wDiYT9Ldr,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:11:20.341+0000,,false
BnXSeyr1Er2,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,4,hmis.adakun,2022-02-04T11:15:34.437+0000,,false
FPXwKGEV96K,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:07:24.109+0000,,false
sv6SeKroHPV,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,30,hmis.adakun,2022-02-04T11:02:30.501+0000,,false
D9A0afrTYPw,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,7,hmis.adakun,2022-02-04T11:04:48.559+0000,,false
r4fQVHDftNs,202201,M864p5iRGub,u3CkZqMHfHP,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:05:39.374+0000,,false
